title,studio,domestic_gross,foreign_gross,year,total_gross,title_clean,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
Happy Death Day,Uni.,55700000.0,69800000.0,2017,125500000.0,happy death day,tt5308322,Happy Death Day,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller",tt5308322,6.5,87132.0
The LEGO Ninjago Movie,WB,59300000.0,63800000.0,2017,123100000.0,the lego ninjago movie,tt3014284,The Lego Ninjago Movie,The Lego Ninjago Movie,2017,101.0,"Action,Adventure,Animation",tt3014284,6.0,18926.0
Secret Superstar,,,122000000.0,2017,,secret superstar,tt6108090,Secret Superstar,Secret Superstar,2017,150.0,"Drama,Music",tt6108090,8.0,16563.0
The Dark Tower,Sony,50700000.0,62500000.0,2017,113200000.0,the dark tower,tt1648190,The Dark Tower,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy",tt1648190,5.7,107518.0
Buddies in India,CL,293000.0,109300000.0,2017,109593000.0,buddies in india,tt6152908,Buddies in India,Buddies in India,2017,99.0,"Action,Comedy",tt6152908,3.7,221.0
Jigsaw,LGF,38100000.0,64900000.0,2017,103000000.0,jigsaw,tt3348730,Jigsaw,Jigsaw,2017,92.0,"Crime,Horror,Mystery",tt3348730,5.8,57184.0
Atomic Blonde,Focus,51700000.0,48300000.0,2017,100000000.0,atomic blonde,tt2406566,Atomic Blonde,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",tt2406566,6.7,150407.0
The Shack,LG/S,57400000.0,39600000.0,2017,97000000.0,the shack,tt2872518,The Shack,The Shack,2017,132.0,"Drama,Fantasy",tt2872518,6.3,26065.0
Tiger Zinda Hai,Yash,5600000.0,81800000.0,2017,87400000.0,tiger zinda hai,tt5956100,Tiger Zinda Hai,Tiger Zinda Hai,2017,161.0,"Action,Adventure,Thriller",tt5956100,6.1,18928.0
Rings,Par.,27800000.0,55300000.0,2017,83100000.0,rings,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",tt0498381,4.5,34151.0
A Taxi Driver,WGUSA,1500000.0,80100000.0,2017,81600000.0,a taxi driver,tt6878038,A Taxi Driver,Taeksi woonjunsa,2017,137.0,"Action,Drama,History",tt6878038,7.8,9301.0
Lady Bird,A24,49000000.0,30000000.0,2017,79000000.0,lady bird,tt4925292,Lady Bird,Lady Bird,2017,94.0,"Comedy,Drama",tt4925292,7.4,177677.0
American Assassin,LGF,36200000.0,31000000.0,2017,67200000.0,american assassin,tt1961175,American Assassin,American Assassin,2017,112.0,"Action,Thriller",tt1961175,6.2,57793.0
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017,65200000.0,the nut job 2: nutty by nature,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91.0,"Adventure,Animation,Comedy",tt3486626,5.5,4820.0
The Mountain Between Us,Fox,30300000.0,32500000.0,2017,62800000.0,the mountain between us,tt2226597,The Mountain Between Us,The Mountain Between Us,2017,112.0,"Action,Adventure,Drama",tt2226597,6.4,57033.0
The Star,Sony,40900000.0,22000000.0,2017,62900000.0,the star,tt4587656,The Star,The Star,2017,86.0,"Adventure,Animation,Comedy",tt4587656,6.1,5159.0
How to be a Latin Lover,PNT,32100000.0,29700000.0,2017,61800000.0,how to be a latin lover,tt4795124,How to Be a Latin Lover,How to Be a Latin Lover,2017,115.0,"Comedy,Drama",tt4795124,5.9,11747.0
"Everything, Everything",WB,34100000.0,27500000.0,2017,61600000.0,"everything, everything",tt5001718,"Everything, Everything","Everything, Everything",2017,96.0,"Drama,Romance",tt5001718,6.4,26811.0
Snatched,Fox,45900000.0,15000000.0,2017,60900000.0,snatched,tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",tt2334871,4.5,29997.0
My Little Pony: The Movie,LGF,21900000.0,38400000.0,2017,60300000.0,my little pony: the movie,tt4131800,My Little Pony: The Movie,My Little Pony: The Movie,2017,99.0,"Adventure,Animation,Comedy",tt4131800,6.1,5133.0
Molly's Game,STX,28800000.0,30500000.0,2017,59300000.0,molly's game,tt4209788,Molly's Game,Molly's Game,2017,140.0,"Biography,Crime,Drama",tt4209788,7.5,104786.0
All the Money in the World,TriS,25100000.0,31900000.0,2017,57000000.0,all the money in the world,tt5294550,All the Money in the World,All the Money in the World,2017,132.0,"Biography,Crime,Drama",tt5294550,6.8,60303.0
The Big Sick,LGF,42900000.0,13500000.0,2017,56400000.0,the big sick,tt5462602,The Big Sick,The Big Sick,2017,120.0,"Comedy,Drama,Romance",tt5462602,7.6,104008.0
Confidential Assignment,CJ,476000.0,55500000.0,2017,55976000.0,confidential assignment,tt5606538,Confidential Assignment,Gongjo,2017,125.0,Action,tt5606538,6.5,1828.0
Downsizing,Par.,24400000.0,30600000.0,2017,55000000.0,downsizing,tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi",tt1389072,5.7,74815.0
"I, Tonya",Neon,30000000.0,23900000.0,2017,53900000.0,"i, tonya",tt5580036,"I, Tonya","I, Tonya",2017,120.0,"Biography,Comedy,Drama",tt5580036,7.5,141668.0
Logan Lucky,BST,27800000.0,20700000.0,2017,48500000.0,logan lucky,tt5439796,Logan Lucky,Logan Lucky,2017,118.0,"Comedy,Crime,Drama",tt5439796,7.0,105966.0
Phantom Thread,Focus,21200000.0,26600000.0,2017,47800000.0,phantom thread,tt5776858,Phantom Thread,Phantom Thread,2017,130.0,"Drama,Romance",tt5776858,7.5,86061.0
Rough Night,Sony,22100000.0,25200000.0,2017,47300000.0,rough night,tt4799050,Rough Night,Rough Night,2017,101.0,"Comedy,Crime,Thriller",tt4799050,5.2,39447.0
The Battleship Island,CJ,1100000.0,45000000.0,2017,46100000.0,the battleship island,tt5969696,The Battleship Island,Gunhamdo,2017,132.0,"Action,Drama,History",tt5969696,7.1,4542.0
All Eyez on Me,LG/S,44900000.0,,2017,,all eyez on me,tt1666185,All Eyez on Me,All Eyez on Me,2017,139.0,"Biography,Drama,Music",tt1666185,5.8,18541.0
mother!,Par.,17800000.0,26700000.0,2017,44500000.0,mother!,tt5109784,Mother!,Mother!,2017,121.0,"Drama,Horror,Mystery",tt5109784,6.6,156813.0
47 Meters Down,ENTMP,44300000.0,,2017,,47 meters down,tt2932536,47 Meters Down,47 Meters Down,2017,89.0,"Adventure,Drama,Horror",tt2932536,5.6,39060.0
The Snowman,Uni.,6700000.0,36400000.0,2017,43100000.0,the snowman,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",tt1758810,5.1,47890.0
Gifted,FoxS,24800000.0,18200000.0,2017,43000000.0,gifted,tt4481414,Gifted,Gifted,2017,101.0,Drama,tt4481414,7.6,82426.0
Loving Vincent,Good Deed,6700000.0,35500000.0,2017,42200000.0,loving vincent,tt3262342,Loving Vincent,Loving Vincent,2017,94.0,"Animation,Biography,Crime",tt3262342,7.8,39737.0
Call Me by Your Name,SPC,18100000.0,23800000.0,2017,41900000.0,call me by your name,tt5726616,Call Me by Your Name,Call Me by Your Name,2017,132.0,"Drama,Romance",tt5726616,7.9,153936.0
Fist Fight,WB (NL),32200000.0,8900000.0,2017,41100000.0,fist fight,tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy,tt3401882,5.6,35136.0
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017,40100000.0,diary of a wimpy kid: the long haul,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91.0,"Comedy,Family",tt6003368,4.4,5635.0
The House,WB (NL),25600000.0,8600000.0,2017,34200000.0,the house,tt4481514,The House,The House,2017,88.0,"Comedy,Crime",tt4481514,5.6,33365.0
Wind River,Wein.,33800000.0,,2017,,wind river,tt5362988,Wind River,Wind River,2017,107.0,"Crime,Drama,Mystery",tt5362988,7.7,169007.0
Sleepless,ORF,20800000.0,12100000.0,2017,32900000.0,sleepless,tt2072233,Sleepless,Sleepless,2017,95.0,"Action,Crime,Thriller",tt2072233,5.6,25827.0
Sleepless,ORF,20800000.0,12100000.0,2017,32900000.0,sleepless,tt4388844,Sleepless,Sleepless,2017,,"Drama,War",,,
The Disaster Artist,A24,21100000.0,8700000.0,2017,29800000.0,the disaster artist,tt3521126,The Disaster Artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",tt3521126,7.4,111737.0
Hostiles,ENTMP,29800000.0,,2017,,hostiles,tt5478478,Hostiles,Hostiles,2017,134.0,"Adventure,Drama,Western",tt5478478,7.2,53286.0
Home Again,ORF,27000000.0,,2017,,home again,tt5719700,Home Again,Home Again,2017,97.0,"Comedy,Drama,Romance",tt5719700,5.8,22614.0
Judwaa 2,FIP,1400000.0,25500000.0,2017,26900000.0,judwaa 2,tt5456546,Judwaa 2,Judwaa 2,2017,145.0,"Action,Comedy",tt5456546,3.9,7136.0
CHiPs,WB,18600000.0,8199999.0,2017,26799999.0,chips,tt0493405,CHIPS,CHIPS,2017,100.0,"Action,Comedy,Crime",tt0493405,6.0,37029.0
The Bye Bye Man,STX,22400000.0,4300000.0,2017,26700000.0,the bye bye man,tt4030600,The Bye Bye Man,The Bye Bye Man,2017,96.0,"Drama,Fantasy,Horror",tt4030600,4.3,17743.0
The Zookeeper's Wife,Focus,17600000.0,8600000.0,2017,26200000.0,the zookeeper's wife,tt1730768,The Zookeeper's Wife,The Zookeeper's Wife,2017,127.0,"Biography,Drama,History",tt1730768,7.0,32056.0
Only The Brave,Sony,18300000.0,7400000.0,2017,25700000.0,only the brave,tt3829920,Only the Brave,Only the Brave,2017,134.0,"Action,Biography,Drama",tt3829920,7.7,45482.0
Father Figures,WB,17500000.0,8100000.0,2017,25600000.0,father figures,tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",tt1966359,5.5,14373.0
Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017,25200000.0,badrinath ki dulhania,tt6277440,Badrinath Ki Dulhania,Badrinath Ki Dulhania,2017,139.0,"Comedy,Drama,Romance",tt6277440,6.2,8584.0
Jolly Llb 2,FIP,1700000.0,21300000.0,2017,23000000.0,jolly llb 2,tt5982852,Jolly LLB 2,Jolly LLB 2,2017,137.0,"Comedy,Drama",tt5982852,7.3,18968.0
The Glass Castle,LGF,17300000.0,4600000.0,2017,21900000.0,the glass castle,tt2378507,The Glass Castle,The Glass Castle,2017,127.0,"Biography,Drama",tt2378507,7.2,23580.0
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000.0,2017,20700000.0,sword art online: the movie - ordinal scale,tt5544384,Sword Art Online: The Movie - Ordinal Scale,Gekijo-ban Sword Art Online: Ordinal Scale,2017,119.0,"Action,Adventure,Animation",tt5544384,7.4,4477.0
It Comes At Night,A24,14000000.0,5300000.0,2017,19300000.0,it comes at night,tt4695012,It Comes at Night,It Comes at Night,2017,91.0,"Horror,Mystery",tt4695012,6.2,69039.0
The Case for Christ,PFR,14700000.0,3000000.0,2017,17700000.0,the case for christ,tt6113488,The Case for Christ,The Case for Christ,2017,112.0,"Biography,Drama",tt6113488,6.2,6495.0
Detroit,Annapurna,16800000.0,,2017,,detroit,tt5390504,Detroit,Detroit,2017,143.0,"Crime,Drama,History",tt5390504,7.4,40309.0
Wonder Wheel,Amazon,1400000.0,14500000.0,2017,15900000.0,wonder wheel,tt5825380,Wonder Wheel,Wonder Wheel,2017,101.0,Drama,tt5825380,6.2,19782.0
Gold,Wein.,7200000.0,7700000.0,2017,14900000.0,gold,tt5162658,Gold,Oro,2017,103.0,"Adventure,Drama,History",tt5162658,5.6,1103.0
The Space Between Us,STX,7900000.0,6900000.0,2017,14800000.0,the space between us,tt3922818,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",tt3922818,6.4,41031.0
Wish Upon,BG,14300000.0,,2017,,wish upon,tt5322012,Wish Upon,Wish Upon,2017,90.0,"Drama,Fantasy,Horror",tt5322012,5.0,14962.0
"Roman J. Israel, Esq.",Sony,12000000.0,1100000.0,2017,13100000.0,"roman j. israel, esq.",tt6000478,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017,122.0,"Crime,Drama,Thriller",tt6000478,6.4,23632.0
Mubarakan,Sony,759000.0,12100000.0,2017,12859000.0,mubarakan,tt6272828,Mubarakan,Mubarakan,2017,156.0,"Comedy,Romance",tt6272828,5.6,2989.0
Battle of the Sexes,FoxS,12600000.0,,2017,,battle of the sexes,tt4622512,Battle of the Sexes,Battle of the Sexes,2017,121.0,"Biography,Comedy,Drama",tt4622512,6.7,43245.0
Before I Fall,ORF,12200000.0,,2017,,before i fall,tt1691916,Before I Fall,Before I Fall,2017,98.0,"Drama,Fantasy,Mystery",tt1691916,6.4,39282.0
Earth: One Amazing Day,BBC,81300.0,11600000.0,2017,11681300.0,earth: one amazing day,tt6238896,Earth: One Amazing Day,Earth: One Amazing Day,2017,95.0,"Documentary,Family",tt6238896,7.8,1908.0
My Cousin Rachel,FoxS,2700000.0,6500000.0,2017,9200000.0,my cousin rachel,tt4411596,My Cousin Rachel,My Cousin Rachel,2017,106.0,"Drama,Mystery,Romance",tt4411596,6.0,15473.0
Stronger,RAtt.,4200000.0,4200000.0,2017,8400000.0,stronger,tt3881784,Stronger,Stronger,2017,119.0,"Biography,Drama",tt3881784,7.0,33464.0
Stronger,RAtt.,4200000.0,4200000.0,2017,8400000.0,stronger,tt5738152,Stronger,Stronger,2017,125.0,Drama,tt5738152,6.8,22.0
Tulip Fever,Wein.,2500000.0,5900000.0,2017,8400000.0,tulip fever,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",tt0491203,6.2,15037.0
Viceroy's House,IFC,1100000.0,6700000.0,2017,7800000.0,viceroy's house,tt4977530,Viceroy's House,Viceroy's House,2017,106.0,"Biography,Drama,History",tt4977530,6.7,5546.0
Amityville: The Awakening,W/Dim.,700.0,7700000.0,2017,7700700.0,amityville: the awakening,tt1935897,Amityville: The Awakening,Amityville: The Awakening,2017,85.0,"Horror,Thriller",tt1935897,4.9,10930.0
Just Getting Started,BG,6100000.0,1600000.0,2017,7700000.0,just getting started,tt5721088,Just Getting Started,Just Getting Started,2017,91.0,"Action,Comedy",tt5721088,4.4,4829.0
Beatriz At Dinner,RAtt.,7100000.0,310000.0,2017,7410000.0,beatriz at dinner,tt5929750,Beatriz at Dinner,Beatriz at Dinner,2017,82.0,"Comedy,Drama",tt5929750,6.1,7985.0
All Saints,Affirm,5800000.0,140000.0,2017,5940000.0,all saints,tt4663548,All Saints,All Saints,2017,108.0,Drama,tt4663548,6.0,1220.0
The Florida Project,A24,5900000.0,,2017,,the florida project,tt5649144,The Florida Project,The Florida Project,2017,111.0,Drama,tt5649144,7.6,72193.0
Suburbicon,Par.,5800000.0,,2017,,suburbicon,tt0491175,Suburbicon,Suburbicon,2017,105.0,"Comedy,Crime,Drama",tt0491175,5.6,31294.0
The Man Who Invented Christmas,BST,5700000.0,,2017,,the man who invented christmas,tt6225520,The Man Who Invented Christmas,The Man Who Invented Christmas,2017,104.0,"Biography,Comedy,Drama",tt6225520,7.0,9430.0
Phillauri,FIP,468000.0,5000000.0,2017,5468000.0,phillauri,tt5502766,Phillauri,Phillauri,2017,138.0,"Comedy,Drama,Fantasy",tt5502766,6.1,3090.0
Ok Jaanu,FIP,356000.0,5000000.0,2017,5356000.0,ok jaanu,tt5764024,OK Jaanu,OK Jaanu,2017,135.0,"Drama,Romance",tt5764024,5.2,3240.0
An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000.0,2017,5400000.0,an inconvenient sequel: truth to power,tt6322922,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,2017,98.0,Documentary,tt6322922,6.3,6752.0
Table 19,FoxS,3600000.0,1400000.0,2017,5000000.0,table 19,tt1412528,Table 19,Table 19,2017,87.0,"Comedy,Drama,Romance",tt1412528,5.8,22751.0
The Wall,RAtt.,1800000.0,2700000.0,2017,4500000.0,the wall,tt4218696,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",tt4218696,6.2,20391.0
The Wall,RAtt.,1800000.0,2700000.0,2017,4500000.0,the wall,tt6845582,The Wall,The Wall,2017,5.0,Documentary,,,
The Wall,RAtt.,1800000.0,2700000.0,2017,4500000.0,the wall,tt7578246,The Wall,The Wall,2017,,Documentary,,,
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017,4369000.0,mark felt: the man who brought down the white house,tt5175450,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,2017,103.0,"Biography,Drama,History",tt5175450,6.4,9324.0
Brad's Status,Annapurna,2100000.0,1700000.0,2017,3800000.0,brad's status,tt5884230,Brad's Status,Brad's Status,2017,102.0,"Comedy,Drama,Music",tt5884230,6.5,13259.0
Wonderstruck,RAtt.,1100000.0,2200000.0,2017,3300000.0,wonderstruck,tt5208216,Wonderstruck,Wonderstruck,2017,116.0,"Drama,Mystery",tt5208216,6.2,8167.0
The Leisure Seeker,SPC,3200000.0,,2017,,the leisure seeker,tt3741632,The Leisure Seeker,The Leisure Seeker,2017,112.0,"Adventure,Comedy,Drama",tt3741632,6.7,5337.0
A Gentleman,FIP,410000.0,2500000.0,2017,2910000.0,a gentleman,tt5613834,A Gentleman,A Gentleman,2017,145.0,"Action,Comedy",tt5613834,6.3,4188.0
The Only Living Boy in New York,RAtt.,624000.0,1900000.0,2017,2524000.0,the only living boy in new york,tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017,89.0,Drama,tt0460890,6.3,8727.0
Poster Boys,Sony,97000.0,2400000.0,2017,2497000.0,poster boys,tt6352548,Poster Boys,Poster Boys,2017,128.0,Comedy,tt6352548,5.6,1234.0
Good Time,A24,2000000.0,,2017,,good time,tt4846232,Good Time,Good Time,2017,101.0,"Crime,Drama,Thriller",tt4846232,7.3,52305.0
Everybody Loves Somebody,PNT,1900000.0,,2017,,everybody loves somebody,tt5537228,Everybody Loves Somebody,Todos queremos a alguien,2017,102.0,"Comedy,Romance",tt5537228,6.5,3468.0
Along with the Gods: The Two Worlds,WGUSA,1900000.0,,2017,,along with the gods: the two worlds,tt7160070,Along with the Gods: The Two Worlds,Sin-gwa ham-kke: Jwi-wa beol,2017,139.0,"Action,Drama,Fantasy",tt7160070,7.3,9190.0
Last Flag Flying,LGF,965000.0,904000.0,2017,1869000.0,last flag flying,tt6018306,Last Flag Flying,Last Flag Flying,2017,125.0,"Comedy,Drama,War",tt6018306,6.9,18927.0
The Last Word,BST,1800000.0,,2017,,the last word,tt5023260,The Last Word,The Last Word,2017,108.0,"Comedy,Drama",tt5023260,6.6,6255.0
Human Flow,Magn.,528000.0,1300000.0,2017,1828000.0,human flow,tt6573444,Human Flow,Human Flow,2017,140.0,Documentary,tt6573444,6.9,1980.0
A Ghost Story,A24,1600000.0,,2017,,a ghost story,tt6265828,A Ghost Story,A Ghost Story,2017,92.0,"Drama,Fantasy,Romance",tt6265828,6.8,46280.0
The Square,Magn.,1500000.0,,2017,,the square,tt4995790,The Square,The Square,2017,151.0,"Comedy,Drama",tt4995790,7.2,44239.0
Patti Cake$,FoxS,800000.0,682000.0,2017,1482000.0,patti cake$,tt6288250,Patti Cake$,Patti Cake$,2017,109.0,"Drama,Music",tt6288250,6.7,8581.0
Churchill,Cohen,1300000.0,,2017,,churchill,tt2674454,Churchill,Churchill,2017,105.0,"Biography,Drama,History",tt2674454,6.3,12047.0
The Sense of an Ending,CBS,1300000.0,,2017,,the sense of an ending,tt4827986,The Sense of an Ending,The Sense of an Ending,2017,108.0,"Drama,Mystery",tt4827986,6.3,5001.0
3 Idiotas,PNT,1200000.0,,2017,,3 idiotas,tt3685624,3 idiotas,3 idiotas,2017,106.0,"Comedy,Family",tt3685624,4.2,739.0
6 Below: Miracle on the Mountain,MOM,14800.0,1100000.0,2017,1114800.0,6 below: miracle on the mountain,tt5503688,6 Below: Miracle on the Mountain,6 Below: Miracle on the Mountain,2017,98.0,"Adventure,Biography,Drama",tt5503688,5.7,4931.0
Film Stars Don't Die in Liverpool,SPC,1000000.0,,2017,,film stars don't die in liverpool,tt5711148,Film Stars Don't Die in Liverpool,Film Stars Don't Die in Liverpool,2017,105.0,"Biography,Drama,Romance",tt5711148,6.7,6688.0
Faces Places,Cohen,954000.0,,2017,,faces places,tt5598102,Faces Places,Visages villages,2017,94.0,Documentary,tt5598102,7.9,8261.0
Tubelight,Yash,930000.0,,2017,,tubelight,tt5882970,Tubelight,Tubelight,2017,136.0,"Drama,War",tt5882970,4.1,12473.0
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000.0,,2017,,bombshell: the hedy lamarr story,tt6752848,Bombshell: The Hedy Lamarr Story,Bombshell: The Hedy Lamarr Story,2017,88.0,"Biography,Documentary,History",tt6752848,7.4,2422.0
Walk With Me,Gathr,727000.0,,2017,,walk with me,tt2331100,Walk with Me,Walk with Me,2017,94.0,Documentary,tt2331100,6.2,708.0
Buena Vista Social Club: Adios,BG,123000.0,578000.0,2017,701000.0,buena vista social club: adios,tt4653272,Buena Vista Social Club: Adios,Buena Vista Social Club: Adios,2017,110.0,Documentary,tt4653272,6.9,261.0
Shubh Mangal Saavdhan,Eros,690000.0,,2017,,shubh mangal saavdhan,tt6971752,Shubh Mangal Saavdhan,Shubh Mangal Saavdhan,2017,119.0,"Comedy,Romance",tt6971752,6.9,6232.0
The Midwife,MBox,604000.0,,2017,,the midwife,tt5348236,The Midwife,Sage femme,2017,117.0,Drama,tt5348236,6.7,1844.0
Our President,CJ,507000.0,,2017,,our president,tt7037566,Our President,Our President,2017,119.0,Documentary,tt7037566,5.3,82.0
Song to Song,BG,444000.0,,2017,,song to song,tt2062700,Song to Song,Song to Song,2017,129.0,"Drama,Music,Romance",tt2062700,5.7,15582.0
Tom of Finland,KL,378000.0,,2017,,tom of finland,tt5226984,Tom of Finland,Tom of Finland,2017,117.0,"Biography,Drama",tt5226984,6.8,4386.0
God's Own Country,Orion,336000.0,,2017,,god's own country,tt5635086,God's Own Country,God's Own Country,2017,104.0,"Drama,Romance",tt5635086,7.7,17934.0
The Breadwinner,GK,312000.0,,2017,,the breadwinner,tt3901826,The Breadwinner,The Breadwinner,2017,94.0,"Animation,Drama,Family",tt3901826,7.7,14146.0
Happy End,SPC,302000.0,,2017,,happy end,tt5304464,Happy End,Happy End,2017,107.0,Drama,tt5304464,6.7,10261.0
After the Storm,FM,272000.0,,2017,,after the storm,tt7577816,After the Storm,After the Storm,2017,120.0,Music,,,
The Fortress,CJ,253000.0,,2017,,the fortress,tt7160176,The Fortress,Namhansanseong,2017,140.0,"Action,Drama,History",tt7160176,6.8,1094.0
Black Butler: Book of the Atlantic,FUN,248000.0,,2017,,black butler: book of the atlantic,tt5476944,Black Butler: Book of the Atlantic,Kuroshitsuji: Book of the Atlantic,2017,101.0,Animation,tt5476944,7.7,621.0
The Swindlers,WGUSA,242000.0,,2017,,the swindlers,tt7243686,The Swindlers,Kkun,2017,117.0,"Action,Crime",tt7243686,6.4,1040.0
City of Ghosts,IFC,128000.0,100000.0,2017,228000.0,city of ghosts,tt6333056,City of Ghosts,City of Ghosts,2017,92.0,"Documentary,War",tt6333056,7.4,2925.0
The Prison,WGUSA,207000.0,,2017,,the prison,tt6589464,The Prison,Peurizeun,2017,125.0,"Action,Crime",tt6589464,6.6,1237.0
The Other Side of Hope,Jan.,184000.0,,2017,,the other side of hope,tt5222918,The Other Side of Hope,Toivon tuolla puolen,2017,100.0,"Comedy,Drama",tt5222918,7.2,9045.0
Marjorie Prime,FR,181000.0,,2017,,marjorie prime,tt4978710,Marjorie Prime,Marjorie Prime,2017,99.0,"Drama,Mystery,Romance",tt4978710,6.3,4640.0
The Journey,IFC,155000.0,,2017,,the journey,tt6213758,The Journey,The Journey,2017,82.0,"Drama,Thriller",tt6213758,6.3,124.0
The Journey,IFC,155000.0,,2017,,the journey,tt6956150,The Journey,The Journey,2017,,Documentary,,,
The Void,Scre.,151000.0,,2017,,the void,tt7318900,The Void,The Void,2017,110.0,Drama,,,
Blade of the Immortal,Magn.,151000.0,,2017,,blade of the immortal,tt5084170,Blade of the Immortal,Mugen no jûnin,2017,140.0,"Action,Drama,Fantasy",tt5084170,6.8,12173.0
Thelma,Orch.,147000.0,,2017,,thelma,tt6304046,Thelma,Thelma,2017,116.0,"Drama,Fantasy,Horror",tt6304046,7.0,20828.0
BPM (Beats Per Minute),Orch.,125000.0,,2017,,bpm (beats per minute),tt6135348,BPM (Beats Per Minute),120 battements par minute,2017,143.0,Drama,tt6135348,7.5,10507.0
Explosion,CL,123000.0,,2017,,explosion,tt7509586,Explosion,Yin bao zhe,2017,106.0,"Action,Thriller",tt7509586,5.8,148.0
Fabricated City,CJ,105000.0,,2017,,fabricated city,tt6399158,Fabricated City,Fabricated City,2017,126.0,"Action,Crime",tt6399158,6.9,3034.0
Munna Michael,Eros,99600.0,,2017,,munna michael,tt6117702,Munna Michael,Munna Michael,2017,140.0,"Action,Drama,Music",tt6117702,3.4,2295.0
Memoir of a Murderer,WGUSA,91300.0,,2017,,memoir of a murderer,tt5729348,Memoir of a Murderer,Salinjaui gieokbeob,2017,118.0,"Action,Crime,Thriller",tt5729348,7.0,3669.0
The King's Case Note,CJ,91000.0,,2017,,the king's case note,tt6817202,The King's Case Note,The King's Case Note,2017,114.0,"Comedy,Mystery",tt6817202,6.5,188.0
Warriors of the Dawn,FIP,84500.0,,2017,,warriors of the dawn,tt6010020,Warriors of the Dawn,The Proxy Soldiers,2017,130.0,"Adventure,Drama,History",tt6010020,5.4,245.0
The Nile Hilton Incident,Strand,81100.0,,2017,,the nile hilton incident,tt5540188,The Nile Hilton Incident,The Nile Hilton Incident,2017,111.0,"Crime,Drama,Thriller",tt5540188,6.8,5687.0
Pop Aye,KL,78000.0,,2017,,pop aye,tt3740066,Pop Aye,Pop Aye,2017,104.0,Drama,tt3740066,6.6,688.0
I Can Speak,CJ,63200.0,,2017,,i can speak,tt7342204,I Can Speak,Ai kaen seupikeu,2017,119.0,"Comedy,Drama",tt7342204,7.4,1105.0
Extraordinary Mission,Crimson,54200.0,,2017,,extraordinary mission,tt6690310,Extraordinary Mission,Fei fan ren wu,2017,117.0,"Action,Crime",tt6690310,6.2,577.0
Bluebeard,WGUSA,43100.0,,2017,,bluebeard,tt6599340,Bluebeard,Haebing,2017,117.0,Thriller,tt6599340,6.4,1269.0
The Villainess,WGUSA,27700.0,,2017,,the villainess,tt6777338,The Villainess,Aknyeo,2017,129.0,"Action,Drama",tt6777338,6.7,9231.0
Moscow Never Sleeps,CAVU,25300.0,,2017,,moscow never sleeps,tt2476294,Moscow Never Sleeps,Moscow Never Sleeps,2017,100.0,Drama,tt2476294,5.6,224.0
Bending the Arc,Abr.,21900.0,,2017,,bending the arc,tt6370266,Bending the Arc,Bending the Arc,2017,102.0,Documentary,tt6370266,8.1,93.0
RV: Resurrected Victims,WGUSA,20400.0,,2017,,rv: resurrected victims,tt7243750,RV: Resurrected Victims,Heesaeng boohwalja,2017,91.0,"Action,Mystery,Thriller",tt7243750,5.7,278.0
Abracadabra,Sony,14000.0,,2017,,abracadabra,tt5187886,Abracadabra,Abracadabra,2017,96.0,"Comedy,Drama,Fantasy",tt5187886,6.0,2015.0
Blind,VE,12500.0,,2017,,blind,tt1935089,Blind,Blind,2017,98.0,"Drama,Romance",tt1935089,5.7,2974.0
Overdrive,VE,7800.0,,2017,,overdrive,tt1935194,Overdrive,Overdrive,2017,93.0,"Action,Thriller",tt1935194,5.4,10299.0
Singularity,VE,4200.0,,2017,,singularity,tt7312940,Singularity,Singularity,2017,92.0,"Action,Adventure,Drama",tt7312940,3.9,12230.0
